<xml>
Grade 	CC Domain	Domain	Sub Domain	Minor Domain	Competancy	Notes
2	OA	Operations and Algebraic Thinking	Represent and solve problems involving addition and subtraction.	Represent word problems involving subtraction within 100.	Use an equation with a symbol for the unknown number to represent subtraction word problems.	
2	OA	Operations and Algebraic Thinking	Represent and solve problems involving addition and subtraction.	Solve word problems involving subtraction within 100.	Solve take from subtraction word problems.	
2	OA	Operations and Algebraic Thinking	Represent and solve problems involving addition and subtraction.	Solve word problems involving subtraction within 100.	Solve take from subtraction word problems with change unknown.	
2	OA	Operations and Algebraic Thinking	Represent and solve problems involving addition and subtraction.	Solve word problems involving subtraction within 100.	Solve take from subtraction word problems with start unknown.	
2	OA	Operations and Algebraic Thinking	Represent and solve problems involving addition and subtraction.	Solve word problems involving subtraction within 100.	Solve take apart subtraction word problems.	
2	OA	Operations and Algebraic Thinking	Represent and solve problems involving addition and subtraction.	Solve word problems involving subtraction within 100.	Solve compare word problems by subtracting to find how many more.	
2	OA	Operations and Algebraic Thinking	Represent and solve problems involving addition and subtraction.	Solve word problems involving subtraction within 100.	Solve compare word problems by subtracting to find how many fewer.	
2	OA	Operations and Algebraic Thinking	Represent and solve problems involving addition and subtraction.	Solve word problems involving subtraction within 100.	Solve compare word problems by subtracting to find a smaller unknown.	
2	OA	Operations and Algebraic Thinking	Add and subtract within 20.	Add within 20.	Fluently add two numbers within a sum of 20.	
2	OA	Operations and Algebraic Thinking	Add and subtract within 20.	Subtract within 20.	Fluently subtract from a number within 20.	
2	OA	Operations and Algebraic Thinking	Add and subtract within 20.	Subtract within 20.	Use the count on strategy to find differences within 20.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine whether a number (up to 20) is even or odd. 	Tell whether a group of objects has an even or odd number of members.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine whether a number (up to 20) is even or odd. 	Tell whether a written numeral is even or odd.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine whether a number (up to 20) is even or odd. 	Identify an even number.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine whether a number (up to 20) is even or odd. 	Identify an odd number.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine whether a number (up to 20) is even or odd. 	Write an equation to represent an even number as the sum of two equal addends.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine whether a number (up to 20) is even or odd. 	Write an equation to represent an odd number as the sum of two consecutive numbers.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in equal groups.	Identify the number of objects in each group.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in equal groups.	Identify the number of equal groups.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in equal groups.	Identify the total number of objects in equal groups.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in equal groups.	Write a repeated addition equation to represent objects in equal groups.	
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in an array.	Identify the total number of rows.	Arrays limited to 5 rows and 5 columns
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in an array.	Identify the total number of columns (number in each row).	Arrays limited to 5 rows and 5 columns
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in an array.	Identify the total number of objects in an array.	Arrays limited to 5 rows and 5 columns
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in an array.	Write a repeated addition equation to represent objects in an array.	Arrays limited to 5 rows and 5 columns
2	OA	Operations and Algebraic Thinking	Work with equal groups of objects to prepare for multiplication.	Determine the total number of objects in an array.	Make an array.	Arrays limited to 5 rows and 5 columns
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Identify a group of 10 tens as 1 hundred (100).	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 100 as 1 hundred.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 200 as 2 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 300 as 3 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 400 as 4 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 500 as 5 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 600 as 6 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 700 as 7 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 800 as 8 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 900 as 9 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Represent the number 1,000 as 10 hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Write numbers modeled by tens.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Write numbers modeled by hundreds, tens, and ones.	models: base-ten blocks
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Use drawings (quick sketches) to model three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Identify the value of the ones digit in a three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Identify the value of the tens digit in a three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Identify the value of the hundreds digit in a three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Read a three-digit number in standard form.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Read a three-digit number in expanded form.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Read a three-digit number in word form.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Write a three-digit number in standard form.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Write a three-digit number in expanded form.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Work with three-digit numbers.	Write a three-digit number in word form.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Count within 1,000.	Count on from a number by ones.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Count within 1,000.	Count on from a number by fives.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Count within 1,000.	Count on from a number by tens.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Count within 1,000.	Count on from a number by hundreds.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Count within 1,000.	Use place value to identify patterns in numbers.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Use place value to compare two three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Compare the hundreds digits.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Compare the tens digits.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Compare the ones digits.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Tell when a number is greater than another number.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Tell when a number is less than another number.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Tell when two numbers are equal.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Use the greater than symbol (&gt;) to compare two numbers.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Use the less than symbol (&lt;) to compare two numbers.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Use the equal sign (=) to compare two numbers.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Plot three-digit numbers on a number line.	
2	NBT	Numbers and Operations in Base Ten	Understand place value.	Compare three-digit numbers.	Use a number line to compare two three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Add within 100.	Break apart one addend to add two two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Add within 100.	Use the compensation strategy to add two two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Add within 100.	Use partial sums (without regrouping) to add two two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Add within 100.	Use partial sums (with regrouping) to add two two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Add within 100.	Use regrouping to add two two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Add within 100.	Fluently add two two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Add within 100.	Add three two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use a number line to subtract a multiple of 10.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use a number line to subtract two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use addition to subtract two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Subtract a one-digit number from a two-digit number by breaking it apart.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Subtract a two-digit number from a two-digit number by breaking it apart.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use the compensation strategy to subtract two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use models (base ten blocks) or drawings to subtract a one-digit number from a two-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use regrouping to subtract a one-digit number from a two-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use models (base ten blocks) or drawings to subtract two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use regrouping to subtract two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Subtract a one-digit number from a two-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Subtract two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 100.	Subtract within 100.	Use addition to check subtraction of two-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Mentally find 10 more than a given three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Mentally find 100 more than a given three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use a number line to add hundreds and tens.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use a number line to add three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use the compensation strategy to add three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use partial sums to add three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use models (base ten blocks) to add three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use drawings (quick sketches) to add three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Add a two-digit number and a three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Add two three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Add four-two digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Use compatible numbers to add more than two numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Explain how to use the compensation strategy to add.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Explain how to use partial sums to add.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Explain how to use a number line to add.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Explain how to use models to add.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Add within 1,000.	Explain how to use regrouping to add.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Mentally find 10 less than a given three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Mentally find 100 less than a given three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use a number line to subtract hundreds and tens.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use a number line to subtract three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use the compensation strategy to subtract three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use models (base ten blocks) to subtract three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use drawings (quick sketches) to subtract three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Subtrac a two-digit number from a three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Subtract a three-digit number from a three-digit number.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use regrouping to subtract three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Use addition to subtract three-digit numbers.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Explain how to use the compensation strategy to subtract.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Explain how to use addition to subtract.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Explain how to use a number line to subtract.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Explain how to use models to subtract.	
2	NBT	Numbers and Operations in Base Ten	Add and subtract within 1,000.	Subtract within 1,000.	Explain how to use regrouping to subtract.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in metric units.	Measure the length of an object in centimeters.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in metric units.	Measure the length of an object in meters.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in metric units.	Estimate the length of an object in centimeters.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in metric units.	Estimate the length of an object in meters.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in customary units.	Measure the length of an object in inches.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in customary units.	Measure the length of an object in feet.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in customary units.	Measure the length of an object in yards.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in customary units.	Estimate the length of an object in inches.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in customary units.	Estimate the length of an object in feet.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths in customary units.	Estimate the length of an object in yards.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Choose a tool to measure lengths.	Choose and use a centimeter ruler to measure the length of an object.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Choose a tool to measure lengths.	Choose and use a meter stick to measure the length of an object.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Choose a tool to measure lengths.	Choose and use an inch ruler to measure the length of an object.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Choose a tool to measure lengths.	Choose and use a yardstick to measure the length of an object.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Choose a tool to measure lengths.	Choose and use a measuring tape to measure the length of an object.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths using two different length units.	Measure the length of an object using a metric unit and a customary unit.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths using two different length units.	Measure the length of an object using two different metric units.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths using two different length units.	Measure the length of an object using two different customary units.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure lengths using two different length units.	Compare the two different length units used to measure the same object.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure and compare lengths.	Measure the lengths of two objects in centimeters.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure and compare lengths.	Tell how many centimeters longer one object is than another.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure and compare lengths.	Tell how many centimeters shorter one object is than another.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure and compare lengths.	Measure the lengths of two objects in inches.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure and compare lengths.	Tell how many inches longer one object is than another.	
2	MD	Measurement and Data	Measure and estimate lengths in standard units.	Measure and compare lengths.	Tell how many inches shorter one object is than another.	
2	MD	Measurement and Data	Relate addition and subtraction to length.	Add and subtract within 100 to solve length word problems.	Solve compare length word problems.	
2	MD	Measurement and Data	Relate addition and subtraction to length.	Add and subtract within 100 to solve length word problems.	Use a bar model to represent a comparison.	
2	MD	Measurement and Data	Relate addition and subtraction to length.	Add and subtract within 100 to solve length word problems.	Solve missing measurement word problems.	
2	MD	Measurement and Data	Relate addition and subtraction to length.	Add and subtract within 100 to solve length word problems.	Use an equation with a symbol for the unknown to represent a problem.	
2	MD	Measurement and Data	Relate addition and subtraction to length.	Add and subtract within 100 to solve length word problems.	Use a number line to represent lengths.	
2	MD	Measurement and Data	Relate addition and subtraction to length.	Add and subtract within 100 to solve length word problems.	Use a number line to represent and find sums of lengths.	
2	MD	Measurement and Data	Relate addition and subtraction to length.	Add and subtract within 100 to solve length word problems.	Use a number line to represent and find differences of lengths.	
2	MD	Measurement and Data	Tell and write time.	Tell time on analog and digital clocks to the nearest five minutes.	Write the time shown by an analog clock on a digital clock.	
2	MD	Measurement and Data	Tell and write time.	Tell time on analog and digital clocks to the nearest five minutes.	Draw the time shown by a digital clock on an analog clock.	
2	MD	Measurement and Data	Tell and write time.	Describe time before the hour in different ways.	Describe time before the hour using "minutes before." 	
2	MD	Measurement and Data	Tell and write time.	Describe time before the hour in different ways.	Describe time before the hour using "quarter to." 	
2	MD	Measurement and Data	Tell and write time.	Describe time after the hour in different ways.	Describe time after the hour using "minutes after."	
2	MD	Measurement and Data	Tell and write time.	Describe time after the hour in different ways.	Describe time after the hour using "quarter past."	
2	MD	Measurement and Data	Tell and write time.	Describe time after the hour in different ways.	Describe time after the hour using "half past."	
2	MD	Measurement and Data	Tell and write time.	Describe time using a.m. and p.m.	Describe time using a.m.	
2	MD	Measurement and Data	Tell and write time.	Describe time using a.m. and p.m.	Describe time using p.m.	
2	MD	Measurement and Data	Tell and write time.	Describe time using a.m. and p.m.	Identify events that usually occur at a.m. times.	
2	MD	Measurement and Data	Tell and write time.	Describe time using a.m. and p.m.	Identify events that usually occur at p.m. times.	
2	MD	Measurement and Data	Work with money.	Identify coins.	Identify a penny.	
2	MD	Measurement and Data	Work with money.	Identify coins.	Tell the value of a penny.	
2	MD	Measurement and Data	Work with money.	Identify coins.	Identify a nickel.	
2	MD	Measurement and Data	Work with money.	Identify coins.	Tell the value of a nickel.	
2	MD	Measurement and Data	Work with money.	Identify coins.	Identify a dime.	
2	MD	Measurement and Data	Work with money.	Identify coins.	Tell the value of a dime.	
2	MD	Measurement and Data	Work with money.	Identify coins.	Identify a quarter.	
2	MD	Measurement and Data	Work with money.	Identify coins.	Tell the value of a quarter.	
2	MD	Measurement and Data	Work with money.	Find total values of coins.	Find the total value of a group of coins.	
2	MD	Measurement and Data	Work with money.	Find total values of coins.	Write the value of coins using the cent symbol.	
2	MD	Measurement and Data	Work with money.	Find total values of coins.	Solve word problems that involve finding the total value of coins.	
2	MD	Measurement and Data	Work with money.	Represent a money amount with coins.	Show coins that total a given value.	
2	MD	Measurement and Data	Work with money.	Represent a money amount with coins.	Show coins that total a given value in more than one way.	
2	MD	Measurement and Data	Work with money.	Make one dollar given a value in cents.	Tell how many more cents are needed to make one dollar.	
2	MD	Measurement and Data	Work with money.	Make one dollar given a value in cents.	Show coins that make one dollar.	
2	MD	Measurement and Data	Work with money.	Make change from one dollar.	Tell the change after an item is purchased for $1.	
2	MD	Measurement and Data	Work with money.	Make change from one dollar.	Show the coins that could be given as change.	
2	MD	Measurement and Data	Work with money.	Identify dollar bills.	Identify a $1 bill.	
2	MD	Measurement and Data	Work with money.	Identify dollar bills.	Tell the value of a $1 bill.	
2	MD	Measurement and Data	Work with money.	Identify dollar bills.	Identify a $5 bill.	
2	MD	Measurement and Data	Work with money.	Identify dollar bills.	Tell the value of a $5 bill.	
2	MD	Measurement and Data	Work with money.	Identify dollar bills.	Identify a $10 bill.	
2	MD	Measurement and Data	Work with money.	Identify dollar bills.	Tell the value of a $10 bill.	
2	MD	Measurement and Data	Work with money.	Identify dollar bills.	Identify a $20 bill.	
2	MD	Measurement and Data	Work with money.	Identify dollar bills.	Tell the value of a $20 bill.	
2	MD	Measurement and Data	Work with money.	Find total values of dollar bills.	Find the total value of a group of dollar bills.	
2	MD	Measurement and Data	Work with money.	Find total values of dollar bills.	Write the value of dollar bills using the dollar sign ($).	
2	MD	Measurement and Data	Work with money.	Find total values of dollar bills.	Solve word problems that involve finding the total value of dollar bills.	
2	MD	Measurement and Data	Represent and interpret data.	Represent data with up to four categories.	Record data in a tally chart.	
2	MD	Measurement and Data	Represent and interpret data.	Represent data with up to four categories.	Represent data in a picture graph using a single-unit scale.	
2	MD	Measurement and Data	Represent and interpret data.	Represent data with up to four categories.	Represent data in a bar graph using a single-unit scale.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a tally chart with up to four categories.	Tell which category has the most data points.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a tally chart with up to four categories.	Tell which category has the least data points.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a tally chart with up to four categories.	Tell how many more or fewer data points there are in one category than another.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a tally chart with up to four categories.	Ask and answer questions about data in a tally chart.	
2	MD	Measurement and Data	Represent and interpret data.	"Interpret data in a picture graph with up to four categories and a 
single-unit scale."	Tell which category has the most data points.	
2	MD	Measurement and Data	Represent and interpret data.	"Interpret data in a picture graph with up to four categories and a 
single-unit scale."	Tell which category has the least data points.	
2	MD	Measurement and Data	Represent and interpret data.	"Interpret data in a picture graph with up to four categories and a 
single-unit scale."	Tell how many more or fewer data points there are in one category than another.	
2	MD	Measurement and Data	Represent and interpret data.	"Interpret data in a picture graph with up to four categories and a 
single-unit scale."	Ask and answer questions about data in a picture graph.	
2	MD	Measurement and Data	Represent and interpret data.	"Interpret data in a bar graph with up to four categories and a 
single-unit scale."	Tell which category has the most data points.	
2	MD	Measurement and Data	Represent and interpret data.	"Interpret data in a bar graph with up to four categories and a 
single-unit scale."	Tell which category has the least data points.	
2	MD	Measurement and Data	Represent and interpret data.	"Interpret data in a bar graph with up to four categories and a 
single-unit scale."	Tell how many more or fewer data points there are in one category than another.	
2	MD	Measurement and Data	Represent and interpret data.	"Interpret data in a bar graph with up to four categories and a 
single-unit scale."	Ask and answer questions about data in a bar graph.	
2	MD	Measurement and Data	Represent and interpret data.	Generate measurement data.	Measure the lengths of several objects to the nearest whole unit.	
2	MD	Measurement and Data	Represent and interpret data.	Represent measurement data. 	Record measurement data in a table.	
2	MD	Measurement and Data	Represent and interpret data.	Represent measurement data. 	Record measurement data in a line plot with a whole-number unit scale.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Tell which measure is most common.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Tell how many data points there are for one measure.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Tell how many more or fewer data points there are for one measure than another.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Tell how many data points there are for two measures.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Tell which measure is greatest.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Tell which measure is least.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Compare the least and the greatest measures.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Tell how many more or fewer data points there are than a given measure.	
2	MD	Measurement and Data	Represent and interpret data.	Interpret data in a line plot with a whole-number unit scale.	Ask and answer questions about data in a line plot.	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify a quadrilateral (image).	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify a quadrilateral given its attributes.	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify a pentagon (image).	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify a pentagon given its attributes.	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify an octagon (image).	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify an octagon given its attributes.	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify attributes of a quadrilateral (4 straight sides, 4 vertices).	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify attributes of a pentagon (5 straight sides, 5 vertices).	
2	G	Geometry	Reason with shapes and their attributes.	Describe two-dimensional shapes.	Identify attributes of an octagon (8 straight sides, 8 vertices).	
2	G	Geometry	Reason with shapes and their attributes.	Identify angles of polygons.	Identify the number of angles in a polygon with up to 8 angles.	
2	G	Geometry	Reason with shapes and their attributes.	Identify angles of polygons.	Identify right angles in a polygon.	
2	G	Geometry	Reason with shapes and their attributes.	Identify angles of polygons.	Identify the number of right angles in a polygon.	
2	G	Geometry	Reason with shapes and their attributes.	Identify angles of polygons.	Identify a polygon by the number of angles.	
2	G	Geometry	Reason with shapes and their attributes.	Draw two-dimensional shapes.	Draw a quadrilateral.	
2	G	Geometry	Reason with shapes and their attributes.	Draw two-dimensional shapes.	Draw a pentagon.	
2	G	Geometry	Reason with shapes and their attributes.	Draw two-dimensional shapes.	Draw an octagon.	
2	G	Geometry	Reason with shapes and their attributes.	Draw two-dimensional shapes.	Draw a polygon given a description of its sides and angles.	
2	G	Geometry	Reason with shapes and their attributes.	Identify three-dimensional shapes.	Identify a cube.	
